url,brand,first_reg,type,body_type,engine,fuel,mileage,drive_type,gearbox,color,price
https://www.auto24.ee/soidukid/4098580,Toyota Land Cruiser,1992,maastur,universaal,4.2 123kW,diisel,464000,nelikvedu,manuaal,punane,19
https://www.auto24.ee/soidukid/4095518,Opel Corsa,2008,sõiduauto,luukpära,1.2 59kW,bensiin,180000,esivedu,automaat,must,300
https://www.auto24.ee/soidukid/4241916,Saab 9000,1992,sõiduauto,luukpära,2.3 110kW,bensiin,305698,esivedu,automaat,valge,340
https://www.auto24.ee/soidukid/4215960,Fiat Albea Comfort LPG,2008,sõiduauto,sedaan,1.4 57kW,bensiin + gaas (LPG/vedelgaas),179000,esivedu,manuaal,helesinine met.,399
https://www.auto24.ee/soidukid/4239545,Ford Focus,2007,sõiduauto,universaal,1.8 85kW,diisel,287000,esivedu,manuaal,hõbedane met.,399
https://www.auto24.ee/soidukid/4197828,Honda Accord,2008,sõiduauto,mahtuniversaal,2.0 114kW,bensiin,402000,esivedu,manuaal,hõbedane,399
https://www.auto24.ee/soidukid/4223758,Peugeot 307 Elegance ATM,2002,sõiduauto,luukpära,1.6 80kW,bensiin,186000,esivedu,automaat,roheline,399
https://www.auto24.ee/soidukid/4204313,Renault Scenic Facelift,2001,sõiduauto,luukpära,1.4 70kW,bensiin,222000,esivedu,manuaal,heleroheline met.,399
https://www.auto24.ee/soidukid/4197794,Toyota Yaris,2007,sõiduauto,mahtuniversaal,1.4 66kW,diisel,419000,esivedu,manuaal,must,399
https://www.auto24.ee/soidukid/4217816,Citroen C1,2007,sõiduauto,luukpära,1.0 50kW,bensiin,124259,esivedu,manuaal,punane,400
https://www.auto24.ee/soidukid/4244795,Saab 9-3,1998,sõiduauto,luukpära,2.0 136kW,bensiin,246493,esivedu,manuaal,punane,400
https://www.auto24.ee/soidukid/4106398,Jaguar X-Type,2001,sõiduauto,sedaan,2.5 144kW,bensiin,170000,nelikvedu,automaat,hõbedane met.,444
https://www.auto24.ee/soidukid/4169105,Mazda 2,2008,sõiduauto,universaal,1.4,bensiin,128000,,manuaal,kuldne met.,444
https://www.auto24.ee/soidukid/4208961,Peugeot 206 Elegance,2005,sõiduauto,luukpära,1.4 55kW,bensiin,136000,esivedu,manuaal,hall,449
https://www.auto24.ee/soidukid/4233321,Honda Civic,2007,sõiduauto,sedaan,1.8 103kW,bensiin,290110,esivedu,manuaal,,450
https://www.auto24.ee/soidukid/4199821,Volvo S70,1998,sõiduauto,sedaan,2.4 121kW,bensiin,,esivedu,automaat,hall,450
https://www.auto24.ee/soidukid/4232838,Mazda 5,2006,sõiduauto,mahtuniversaal,2.0 107kW,bensiin,320000,esivedu,manuaal,tumehall,480
https://www.auto24.ee/soidukid/4237829,Volkswagen Jetta,2007,sõiduauto,sedaan,1.6 75kW,bensiin,206000,esivedu,manuaal,helesinine met.,490
https://www.auto24.ee/soidukid/4243803,Chrysler Voyager,2001,sõiduauto,mahtuniversaal,2.4 108kW,bensiin,310532,esivedu,manuaal,beež,495
https://www.auto24.ee/soidukid/4245595,Ford Galaxy,1999,sõiduauto,mahtuniversaal,2.3 107kW,bensiin,197000,esivedu,manuaal,,499
https://www.auto24.ee/soidukid/4216990,Honda Civic Elegance,2007,sõiduauto,sedaan,1.8 103kW,bensiin,236000,esivedu,manuaal,hall met.,499
https://www.auto24.ee/soidukid/4249143,Honda HR-V Comfort 4x4,2000,maastur,universaal,1.6 91kW,bensiin,278000,nelikvedu,manuaal,hõbedane,499
https://www.auto24.ee/soidukid/4216050,Hyundai i20,2009,sõiduauto,luukpära,1.2 57kW,bensiin,213000,esivedu,manuaal,sinine,499
https://www.auto24.ee/soidukid/4221448,Mazda 3 Facelift,2007,sõiduauto,luukpära,1.6 77kW,bensiin,266000,esivedu,manuaal,beež,499
https://www.auto24.ee/soidukid/4197763,Opel Astra,2008,sõiduauto,sedaan,1.6 85kW,bensiin,192000,esivedu,manuaal,punane,499
https://www.auto24.ee/soidukid/4249459,Peugeot 307 Comfort,2003,sõiduauto,universaal,2.0 HDi 66kW,diisel,377000,esivedu,manuaal,lilla,499
https://www.auto24.ee/soidukid/4249819,Renault Megane Elegance,2004,sõiduauto,luukpära,1.4 72kW,bensiin,194000,esivedu,manuaal,sinine met.,499
https://www.auto24.ee/soidukid/4244704,Volkswagen Passat Comfortline,2008,sõiduauto,sedaan,1.8 118kW,bensiin,227000,esivedu,manuaal,pruun met.,499
https://www.auto24.ee/soidukid/4235823,Citroen C3,2004,sõiduauto,luukpära,1600cm³ 80kW,bensiin,157000,esivedu,manuaal,must,500
https://www.auto24.ee/soidukid/4244389,Citroen C3,2004,sõiduauto,luukpära,1.4 54kW,bensiin,105800,esivedu,automaat,sinine,500
https://www.auto24.ee/soidukid/4245917,Citroen Xsara Picasso,2001,sõiduauto,luukpära,2.0 66kW,diisel,,esivedu,manuaal,roheline,500
https://www.auto24.ee/soidukid/4239167,Toyota Avensis,2007,sõiduauto,universaal,2.0 108kW,bensiin,451726,esivedu,manuaal,hall,500
https://www.auto24.ee/soidukid/4247618,Volkswagen Passat,2005,sõiduauto,universaal,1.9 TDI 77kW,diisel,,esivedu,manuaal,must,500
https://www.auto24.ee/soidukid/4249518,Volvo V70,2000,sõiduauto,universaal,2.5 103kW,diisel,368000,esivedu,manuaal,helesinine,500
https://www.auto24.ee/soidukid/4223250,Lexus GS 300,2007,sõiduauto,sedaan,3.0 183kW,bensiin,,tagavedu,automaat,punane,549
https://www.auto24.ee/soidukid/4202673,Audi A4,2002,sõiduauto,sedaan,1.9 96kW,diisel,320000,esivedu,manuaal,tumehall,550
https://www.auto24.ee/soidukid/4234674,Volkswagen Passat,2008,sõiduauto,sedaan,1.8 TSi 118kW,bensiin,471505,esivedu,manuaal (6 käiku),roheline met. (Granite Green Metallic),590
https://www.auto24.ee/soidukid/4241874,Volkswagen Passat,2007,sõiduauto,sedaan,2.0 103kW,diisel,430000,esivedu,automaat,must met.,590
https://www.auto24.ee/soidukid/4237383,Volkswagen Caddy,1998,sõiduauto,universaal,1.9 47kW,diisel,300000,esivedu,manuaal,valge,595
https://www.auto24.ee/soidukid/4218930,Citroen Berlingo Multispace Facelift,2008,sõiduauto,mahtuniversaal,1.6 80kW,bensiin,282000,esivedu,manuaal,beež,599
https://www.auto24.ee/soidukid/4246932,Dacia Logan MCV,2008,sõiduauto,universaal,1.4 55kW,bensiin,156000,esivedu,manuaal,punane,599
https://www.auto24.ee/soidukid/4245142,Fiat Panda Comfort,2005,sõiduauto,luukpära,1.1 40kW,bensiin,125000,esivedu,manuaal,punane met.,599
https://www.auto24.ee/soidukid/4243918,Honda CR-V Luxury LPG 4x4,2001,maastur,universaal,2.0 94kW,bensiin + gaas (LPG/vedelgaas),351000,nelikvedu,manuaal,must,599
https://www.auto24.ee/soidukid/4248445,Opel Vectra Facelift ATM,2006,sõiduauto,universaal,1.9 CDTi 110kW,diisel,318000,esivedu,automaat,sinine met.,599
https://www.auto24.ee/soidukid/4246163,Toyota Aygo Linea Sol A-C,2005,sõiduauto,luukpära,1.0 50kW,bensiin,206000,esivedu,manuaal,helesinine met.,599
https://www.auto24.ee/soidukid/4245886,Volkswagen Jetta Comfortline,2006,sõiduauto,sedaan,1.9 TDI 77kW,diisel,425000,esivedu,manuaal,sinine,599
https://www.auto24.ee/soidukid/4216028,Volkswagen Touran,2007,sõiduauto,universaal,1.9 TDI 77kW,diisel,479000,esivedu,automaat,must,599
https://www.auto24.ee/soidukid/4239026,Audi A4,1996,sõiduauto,sedaan,1.6 74kW,bensiin,375496,esivedu,manuaal,tumepunane,600
https://www.auto24.ee/soidukid/4246021,Ford Focus,2004,sõiduauto,universaal,1.8 66kW,diisel,275000,esivedu,manuaal,hall,600
https://www.auto24.ee/soidukid/4233304,Peugeot 206,2004,sõiduauto,luukpära,1.4 55kW,bensiin,166912,esivedu,manuaal,hall,600
https://www.auto24.ee/soidukid/4242293,Volkswagen Jetta,2007,sõiduauto,sedaan,1.6 75kW,bensiin,230000,esivedu,manuaal,hall,600
https://www.auto24.ee/soidukid/3913263,Fiat 127,1980,sõiduauto,luukpära,1.0 37kW,bensiin,,esivedu,manuaal,sinine,610
https://www.auto24.ee/soidukid/4240432,Audi A6,2003,sõiduauto,universaal,2.4 125kW,bensiin,445000,esivedu,automaat,hõbedane met.,650
https://www.auto24.ee/soidukid/4249553,Citroen C4,2007,sõiduauto,luukpära,1.6 80kW,bensiin + gaas (LPG/vedelgaas),350000,esivedu,manuaal,punane,650
https://www.auto24.ee/soidukid/4249368,Kia Picanto,2006,sõiduauto,luukpära,1.1 48kW,bensiin,81563,esivedu,manuaal,,650
https://www.auto24.ee/soidukid/4116729,Mitsubishi Lancer,1991,sõiduauto,luukpära,1.5 66kW,bensiin,,esivedu,manuaal,helehall,650
https://www.auto24.ee/soidukid/4241359,UAZ 469,1976,maastur,lahtine,,,,,,,650
https://www.auto24.ee/soidukid/4185153,Volvo V70,2007,sõiduauto,universaal,2.4 93kW,diisel,,esivedu,manuaal,tumesinine,650
https://www.auto24.ee/soidukid/4248042,Chrysler Voyager,2008,sõiduauto,mahtuniversaal,2.8 110kW,diisel,470000,esivedu,automaat,valge,690
https://www.auto24.ee/soidukid/4248437,Volkswagen Touran +LPG,2007,sõiduauto,mahtuniversaal,2.0 80kW,bensiin + gaas (CNG/surugaas),321000,esivedu,manuaal,hõbedane met.,690
https://www.auto24.ee/soidukid/4245833,Audi A6 Highline ATM,1998,sõiduauto,sedaan,2.4 121kW,bensiin,282000,esivedu,automaat,must met.,699
https://www.auto24.ee/soidukid/4226191,Citroen C5 Elegance Facelift ATM,2009,sõiduauto,universaal,2.0 103kW,bensiin,196000,esivedu,automaat,tumehall,699
https://www.auto24.ee/soidukid/4230611,Fiat Punto Sport Edition,2006,sõiduauto,luukpära,1.4 70kW,bensiin,329000,esivedu,manuaal,oranž,699
https://www.auto24.ee/soidukid/4236755,Honda Civic Elegance ATM,2007,sõiduauto,sedaan,1.8 103kW,bensiin,199000,esivedu,automaat,tumehall,699
https://www.auto24.ee/soidukid/4246928,Kia Carnival Comfort,2002,sõiduauto,mahtuniversaal,2.9 CRDi 106kW,diisel,244000,esivedu,manuaal,punane,699
https://www.auto24.ee/soidukid/4250195,Mazda 5 Elegance,2006,sõiduauto,mahtuniversaal,1.8 85kW,bensiin,188000,esivedu,manuaal,hall met.,699
https://www.auto24.ee/soidukid/4216025,Toyota Auris,2009,sõiduauto,luukpära,1.6 91kW,bensiin,262000,esivedu,manuaal,hõbedane,699
https://www.auto24.ee/soidukid/4247368,Volkswagen Golf Comfortline ATM,2005,sõiduauto,luukpära,2.0 TDI 103kW,diisel,328000,esivedu,automaat,hõbedane,699
https://www.auto24.ee/soidukid/4242013,Ford Mondeo,2008,sõiduauto,universaal,2.0 107kW,bensiin,368550,esivedu,manuaal,hall,700
https://www.auto24.ee/soidukid/4236366,Honda Jazz,2003,sõiduauto,luukpära,1.3 61kW,bensiin,160000,esivedu,automaat,,700
https://www.auto24.ee/soidukid/4244800,Hyundai Getz,2005,sõiduauto,luukpära,1.1 46kW,bensiin,41906,esivedu,manuaal,helesinine,700
https://www.auto24.ee/soidukid/4215248,Lada 112,2003,sõiduauto,luukpära,1.5 56kW,bensiin,202499,esivedu,manuaal,helehall,700
https://www.auto24.ee/soidukid/4246503,Mercedes-Benz B 170,2009,sõiduauto,universaal,2.0 85kW,bensiin,270577,esivedu,manuaal,must,700
https://www.auto24.ee/soidukid/4250544,Renault Kangoo,2006,sõiduauto,universaal,1.5 50kW,diisel,,esivedu,manuaal,,700
https://www.auto24.ee/soidukid/4217284,VAZ 2106,,sõiduauto,sedaan,,,,,,,700
https://www.auto24.ee/soidukid/4158993,Volkswagen Sharan Carat 4x4 Syncro ATM,1996,sõiduauto,mahtuniversaal,2.8 128kW,bensiin,253000,nelikvedu,automaat,tumesinine met.,700
https://www.auto24.ee/soidukid/4237886,Audi A4,1999,sõiduauto,sedaan,1.6 74kW,bensiin,363000,esivedu,manuaal,must,750
https://www.auto24.ee/soidukid/4243538,Mazda 3,2008,sõiduauto,luukpära,1.6 77kW,bensiin,291376,esivedu,manuaal,,750
https://www.auto24.ee/soidukid/4234385,Toyota Yaris,2001,sõiduauto,luukpära,1.3 63kW,bensiin,340000,esivedu,manuaal,hall,750
https://www.auto24.ee/soidukid/4211718,Chrysler 300 M,1999,sõiduauto,sedaan,3.5 24V 187kW,bensiin,256500,esivedu,automaat,heleroheline,777
https://www.auto24.ee/soidukid/4226226,Chevrolet Aveo City,2007,sõiduauto,luukpära,1.2 53kW,bensiin,62000,esivedu,manuaal,hall,799
https://www.auto24.ee/soidukid/4242879,Ford Focus Turnier Facelift,2009,sõiduauto,universaal,1.6 74kW,bensiin,284000,esivedu,manuaal,hõbedane met.,799
https://www.auto24.ee/soidukid/4212618,Hyundai Terracan Luxury 4x4 ATM,2004,maastur,universaal,2.9 CRDi 110kW,diisel,316000,nelikvedu,automaat,hall,799
https://www.auto24.ee/soidukid/4233576,Nissan Almera Facelift,2005,sõiduauto,luukpära,1.5 72kW,bensiin,168000,esivedu,manuaal,helehall,799
https://www.auto24.ee/soidukid/4212329,Nissan X-Trail Luxury 4x4,2003,maastur,universaal,2.2 dCi 84kW,diisel,421000,nelikvedu,manuaal,tumepunane,799
https://www.auto24.ee/soidukid/4243550,Nissan X-Trail Luxury Facelift 4x4,2004,maastur,universaal,2.2 dCi 100kW,diisel,313000,nelikvedu,manuaal,hall,799
https://www.auto24.ee/soidukid/4245393,Opel Astra Station Wagon OPC Cosmo,2008,sõiduauto,universaal,1.9 Ecoflex CDTI 88kW,diisel,256000,esivedu,automaat,hall,799
https://www.auto24.ee/soidukid/4244665,Opel Frontera,1994,sõiduauto,mahtuniversaal,2.0 85kW,bensiin,177565,nelikvedu,manuaal,helesinine,799
https://www.auto24.ee/soidukid/4243895,Peugeot 206 CC Cabrio,2005,sõiduauto,kabriolett,1.6 HDi 80kW,diisel,235000,esivedu,manuaal,hall,799
https://www.auto24.ee/soidukid/4245593,Peugeot 307,2005,sõiduauto,mahtuniversaal,1.6 80kW,bensiin,273000,esivedu,manuaal,,799
https://www.auto24.ee/soidukid/4229308,Peugeot 307 Luxury,2005,sõiduauto,universaal,2.0 100kW,bensiin,229000,esivedu,manuaal,hall,799
https://www.auto24.ee/soidukid/4248488,Peugeot 407 SW Elegance,2008,sõiduauto,universaal,2.0 HDI 100kW,diisel,355000,esivedu,automaat,must,799
https://www.auto24.ee/soidukid/4249870,Renault Megane Grandtour,2004,sõiduauto,universaal,1.6 83kW,bensiin,326000,esivedu,manuaal,punane,799
https://www.auto24.ee/soidukid/4250191,Renault Scenic Comfort,2004,sõiduauto,mahtuniversaal,1.9 dCi 88kW,diisel,266000,esivedu,manuaal,tumehall met.,799
https://www.auto24.ee/soidukid/4238944,Renault Scenic Comfort,2003,sõiduauto,mahtuniversaal,1.9 dCi 88kW,diisel,295000,esivedu,manuaal,hõbedane met.,799
https://www.auto24.ee/soidukid/4239311,Saab 9-3 Vector ATM,2003,sõiduauto,sedaan,2.0 129kW,bensiin,244000,esivedu,automaat,heleroheline met.,799
https://www.auto24.ee/soidukid/4242577,Skoda Fabia,2003,sõiduauto,luukpära,1.2 40kW,bensiin,197000,esivedu,manuaal,tumeroheline,799
https://www.auto24.ee/soidukid/4238590,Volkswagen Golf Comfortline,2007,sõiduauto,luukpära,1.4 59kW,bensiin,227000,esivedu,manuaal,punane met.,799
https://www.auto24.ee/soidukid/4241056,Volkswagen Passat,1997,sõiduauto,universaal,1.8 92kW,bensiin,400000,esivedu,manuaal,must,799
https://www.auto24.ee/soidukid/4246641,Audi A4,2004,sõiduauto,luukpära,1.9 TDI 96kW,diisel,406881,esivedu,automaat,must,800
https://www.auto24.ee/soidukid/4245272,Citroen C4,2006,sõiduauto,luukpära,1.6 80kW,bensiin,199000,esivedu,manuaal,beež,800
https://www.auto24.ee/soidukid/4248925,Citroen C4,2013,sõiduauto,luukpära,1.6 68kW,diisel,,esivedu,manuaal,punane,800
https://www.auto24.ee/soidukid/4249213,Citroen C5,2011,sõiduauto,sedaan,1.6 82kW,diisel,440000,esivedu,automaat,hall,800
https://www.auto24.ee/soidukid/4229314,Mazda 6,2007,sõiduauto,universaal,2.0 108kW,bensiin,230000,esivedu,manuaal,must,800
https://www.auto24.ee/soidukid/4029958,Renault Laguna,2003,sõiduauto,luukpära,1.8 88kW,bensiin,309000,esivedu,manuaal,hall,800
https://www.auto24.ee/soidukid/4244450,Skoda Octavia,2011,sõiduauto,mahtuniversaal,1.2 remonti vajav 77kW,bensiin,372105,esivedu,manuaal,beež,800
https://www.auto24.ee/soidukid/4244927,Volkswagen Bora,2005,sõiduauto,sedaan,1.4 55kW,bensiin,286000,esivedu,manuaal,beež,800
https://www.auto24.ee/soidukid/4247980,Volkswagen New Beetle,2001,sõiduauto,luukpära,2.0 85kW,bensiin,260000,esivedu,manuaal,roheline,800
https://www.auto24.ee/soidukid/4243300,Volkswagen Passat,1998,sõiduauto,sedaan,1.6 74kW,bensiin,366000,esivedu,manuaal,hõbedane,800
https://www.auto24.ee/soidukid/3669584,Volvo V70,2000,sõiduauto,universaal,2.4 103kW,bensiin,403543,esivedu,manuaal,must,800
https://www.auto24.ee/soidukid/4245301,Citroen C3,2003,sõiduauto,luukpära,1.4 54kW,bensiin,200000,esivedu,automaat,sinine,850
https://www.auto24.ee/soidukid/4244163,Opel Astra,1995,sõiduauto,luukpära,1.6 52kW,bensiin,,esivedu,manuaal,tumepunane,850
https://www.auto24.ee/soidukid/4244787,Volkswagen Jetta,2006,sõiduauto,sedaan,2.0 103kW,diisel,,esivedu,manuaal,punane,850
https://www.auto24.ee/soidukid/4233909,Volvo V70,2006,sõiduauto,universaal,2.4 125kW,bensiin,325000,esivedu,manuaal,hõbedane,850
https://www.auto24.ee/soidukid/4240848,Audi A4 B5,1999,sõiduauto,sedaan,1.8 92kW,bensiin,377777,esivedu,manuaal,tumesinine,888
https://www.auto24.ee/soidukid/4216766,Nissan Micra,2004,sõiduauto,luukpära,1.2 59kW,bensiin,75000,esivedu,manuaal,heleroheline,890
https://www.auto24.ee/soidukid/4250032,Peugeot 206,2002,sõiduauto,luukpära,1.1 44kW,bensiin,143831,esivedu,manuaal,valge,890
https://www.auto24.ee/soidukid/4236710,Audi A6 Comfortline LPG ATM,2006,sõiduauto,sedaan,2.4 130kW,bensiin + gaas (LPG/vedelgaas),332000,esivedu,automaat,hall,899
https://www.auto24.ee/soidukid/4248841,Chevrolet Aveo,2008,sõiduauto,sedaan,1.4 69kW,bensiin,145885,esivedu,manuaal,punane,899
https://www.auto24.ee/soidukid/4240952,Chrysler Voyager SE,1999,sõiduauto,mahtuniversaal,2.4 110kW,bensiin + gaas (LPG/vedelgaas),297000,esivedu,manuaal,tumesinine,899
https://www.auto24.ee/soidukid/4237535,Ford Focus,1999,sõiduauto,sedaan,1.6 74kW,bensiin,158500,esivedu,manuaal,heleroheline,899
https://www.auto24.ee/soidukid/4246887,Honda Accord Elegance Facelift ATM,2006,sõiduauto,universaal,2.0 114kW,bensiin,328000,esivedu,automaat,hall,899
https://www.auto24.ee/soidukid/4244703,Honda Civic Sport,2005,sõiduauto,luukpära,1.4 66kW,bensiin,136000,esivedu,manuaal,heleroheline met.,899
https://www.auto24.ee/soidukid/4239374,Honda CR-V Elegance 4x4,2002,maastur,universaal,2.0 110kW,bensiin,288000,nelikvedu,manuaal,valge met.,899
https://www.auto24.ee/soidukid/4241027,Hyundai Sonata,2004,sõiduauto,sedaan,2.0 96kW,bensiin,226000,esivedu,manuaal,tumehall met.,899
https://www.auto24.ee/soidukid/4249121,Isuzu D-Max Pickup 4x4,2008,maastur,pikap,2.5 TD 100kW,diisel,178000,nelikvedu,manuaal,hall,899
https://www.auto24.ee/soidukid/4240495,Kia Carens Comfort ATM,2006,sõiduauto,mahtuniversaal,2.0 CRDi 103kW,diisel,394000,esivedu,automaat,tumehall,899
https://www.auto24.ee/soidukid/4229813,MINI Cooper Luxury Facelift ATM,2007,sõiduauto,luukpära,1.6 88kW,bensiin,238000,esivedu,automaat,must,899
https://www.auto24.ee/soidukid/4240060,Opel Astra Elegance ATM,2005,sõiduauto,luukpära,1.6 77kW,bensiin,212000,esivedu,automaat,sinine met.,899
https://www.auto24.ee/soidukid/4225802,Opel Astra Elegance Facelift ATM,2007,sõiduauto,luukpära,1.6 85kW,bensiin,169000,esivedu,automaat,helebeež,899
https://www.auto24.ee/soidukid/4242434,Smart Fortwo ATM,1999,sõiduauto,kupee,0.6 33kW,bensiin,165000,tagavedu,automaat,must met.,899
https://www.auto24.ee/soidukid/4247363,Volvo S80 Summum Facelift,2004,sõiduauto,sedaan,2.4 103kW,bensiin,321000,esivedu,manuaal,hõbedane,899
https://www.auto24.ee/soidukid/4241738,Honda Civic,2005,sõiduauto,luukpära,1.6 81kW,bensiin,161588,esivedu,manuaal,helesinine,900
https://www.auto24.ee/soidukid/4249075,Mazda 3 Facelift,2008,sõiduauto,luukpära,1.6 77kW,bensiin,159000,esivedu,manuaal,hõbedane met.,900
https://www.auto24.ee/soidukid/4245436,Opel Meriva,2006,sõiduauto,mahtuniversaal,1.6 77kW,bensiin,132000,esivedu,automaat,sinine,900
https://www.auto24.ee/soidukid/4228113,Peugeot 206 CC,2003,sõiduauto,kabriolett,1.6 80kW,bensiin,183000,esivedu,manuaal,sinine,900
https://www.auto24.ee/soidukid/4246467,Renault Scenic,2004,sõiduauto,mahtuniversaal,1.9 88kW,diisel,260000,esivedu,manuaal,hall met.,900
https://www.auto24.ee/soidukid/4249950,Saab 9-5 Aero CDTi,2006,sõiduauto,universaal,1.9 110kW,diisel,245000,esivedu,automaat (5 käiku),punane,900
https://www.auto24.ee/soidukid/4235306,Skoda Fabia,2003,sõiduauto,luukpära,1.2 47kW,bensiin,165050,esivedu,manuaal,hõbedane,900
https://www.auto24.ee/soidukid/4200302,VAZ 21063,1992,sõiduauto,sedaan,1.3,bensiin,85000,tagavedu,manuaal,tumesinine,900
https://www.auto24.ee/soidukid/4249546,Audi A6,2002,sõiduauto,sedaan,1.8 110kW,bensiin,256900,esivedu,manuaal,sinine,950
https://www.auto24.ee/soidukid/4248168,Renault Modus,2006,sõiduauto,luukpära,1.5,diisel,174000,esivedu,manuaal,kollane,980
https://www.auto24.ee/soidukid/4249395,Audi A6,1998,sõiduauto,sedaan,2.8 142kW,bensiin,424000,nelikvedu,automaat,roheline,990
https://www.auto24.ee/soidukid/4249725,Ford Mondeo,2011,sõiduauto,luukpära,2.0 107kW,bensiin,390000,esivedu,manuaal,,990
https://www.auto24.ee/soidukid/4150222,Kia Sephia,1998,sõiduauto,sedaan,1.5 16 V 65kW,bensiin,114800,esivedu,manuaal,helehall,990
https://www.auto24.ee/soidukid/4247428,Skoda Fabia,2004,sõiduauto,luukpära,1.2 47kW,bensiin,234939,esivedu,manuaal,hall,995
https://www.auto24.ee/soidukid/4245979,Toyota Aygo,2007,sõiduauto,luukpära,1.0 50kW,bensiin,185000,esivedu,manuaal,,998
https://www.auto24.ee/soidukid/4158125,Audi 80 QUATTRO MANUAAL,1987,sõiduauto,sedaan,2.0 103kW,bensiin,,nelikvedu,manuaal,must,999
https://www.auto24.ee/soidukid/4236895,Audi A3,1998,sõiduauto,luukpära,1.8 92kW,bensiin,239456,esivedu,automaat,must met.,999
https://www.auto24.ee/soidukid/4242453,Audi A4,2001,sõiduauto,sedaan,2.0 96kW,bensiin,400000,esivedu,manuaal,tumesinine met.,999
https://www.auto24.ee/soidukid/4240171,Audi A4 Quattro 4x4,2006,sõiduauto,universaal,3.0 TDI 171kW,diisel,393000,nelikvedu,automaat,must met.,999
https://www.auto24.ee/soidukid/4243328,Chevrolet Epica,2008,sõiduauto,sedaan,2.0 105kW,bensiin,200000,esivedu,manuaal,hõbedane met.,999
https://www.auto24.ee/soidukid/4248323,Chevrolet HHR Limited LPG ATM,2006,sõiduauto,mahtuniversaal,2.4 128kW,bensiin + gaas (LPG/vedelgaas),233000,esivedu,automaat,hall,999
https://www.auto24.ee/soidukid/4113256,Chevrolet HHR Limited LPG ATM,2006,sõiduauto,mahtuniversaal,2.4 128kW,bensiin + gaas (LPG/vedelgaas),233000,esivedu,automaat,hall,999
https://www.auto24.ee/soidukid/4240252,Citroen C2 VTR,2006,sõiduauto,luukpära,1.4 54kW,bensiin,190171,esivedu,manuaal,must,999
https://www.auto24.ee/soidukid/4245161,Fiat Panda Comfort,2005,sõiduauto,luukpära,1.2 44kW,bensiin,245000,esivedu,manuaal,helesinine,999
https://www.auto24.ee/soidukid/4245500,Ford Mondeo Turnier Facelift,2012,sõiduauto,universaal,2.0 TDCi 103kW,diisel,292000,esivedu,manuaal,must,999
https://www.auto24.ee/soidukid/4234040,Honda Accord Elegance Facelift ATM,2006,sõiduauto,universaal,2.0 114kW,bensiin,328000,esivedu,automaat,hall,999
https://www.auto24.ee/soidukid/4232318,Honda Civic Elegance,2007,sõiduauto,luukpära,1.3 61kW,bensiin,225000,esivedu,manuaal,must met.,999
https://www.auto24.ee/soidukid/4227172,Honda CR-V Elegance 4x4,2002,maastur,universaal,2.0 110kW,bensiin,288000,nelikvedu,manuaal,valge,999
https://www.auto24.ee/soidukid/3877964,Hyundai Getz,2006,sõiduauto,luukpära,1.1 49kW,bensiin,113000,esivedu,manuaal,hall met.,999
https://www.auto24.ee/soidukid/4188940,Kia Picanto,2008,sõiduauto,luukpära,1.1 48kW,bensiin,121713,esivedu,manuaal,hall met.,999
https://www.auto24.ee/soidukid/4246493,Kia Sorento,2004,maastur,universaal,3.5 143kW,bensiin,89000,esivedu,automaat,hõbedane met.,999
https://www.auto24.ee/soidukid/4240411,Lada Niva,,maastur,kupee,,bensiin,839250,nelikvedu,manuaal,,999
https://www.auto24.ee/soidukid/4239041,Mazda 5 Facelift,2010,sõiduauto,mahtuniversaal,2.0 107kW,bensiin,189000,esivedu,manuaal,must met.,999
https://www.auto24.ee/soidukid/4228122,Mazda 6 Elegance,2009,sõiduauto,universaal,2.2 D 92kW,diisel,248000,esivedu,manuaal,must met.,999
https://www.auto24.ee/soidukid/4250658,Mazda B2500,1998,maastur,pikap,2.5 63kW,diisel,403000,nelikvedu,manuaal,tumesinine,999
https://www.auto24.ee/soidukid/4246255,Mercedes-Benz A 170 Classic,2005,sõiduauto,luukpära,1.7 85kW,bensiin,274000,esivedu,manuaal,sinine,999
https://www.auto24.ee/soidukid/4249073,Mercedes-Benz A 200 Elegance,2006,sõiduauto,universaal,2.0 CDI 103kW,diisel,399000,esivedu,automaat,must met.,999
https://www.auto24.ee/soidukid/4238656,Mercedes-Benz B 200 Avantgarde Facelift ATM,2008,sõiduauto,mahtuniversaal,2.0 100kW,bensiin,249000,esivedu,automaat,sinine met.,999
https://www.auto24.ee/soidukid/4229904,Mercedes-Benz E 200 Classic,2006,sõiduauto,sedaan,1.8 Kompressor 120kW,bensiin,320000,tagavedu,automaat,helehall,999
https://www.auto24.ee/soidukid/4249478,Mitsubishi Grandis,2004,sõiduauto,universaal,2.4 121kW,bensiin,314000,esivedu,automaat,tumesinine,999
https://www.auto24.ee/soidukid/4228973,Mitsubishi Space Wagon,2001,sõiduauto,mahtuniversaal,2.4 110kW,bensiin,157000,esivedu,automaat,sinine,999
https://www.auto24.ee/soidukid/4239114,Nissan Micra,2005,sõiduauto,luukpära,1.2 59kW,bensiin,131751,esivedu,manuaal,hõbedane,999
https://www.auto24.ee/soidukid/4239327,Nissan Micra City-Star,2007,sõiduauto,luukpära,1.2 59kW,bensiin,135986,esivedu,manuaal,helesinine met.,999
https://www.auto24.ee/soidukid/4249117,Nissan Micra Facelift,2005,sõiduauto,luukpära,1.2 59kW,bensiin,197000,esivedu,manuaal,heleroheline met.,999
